ARCHIVO GENERADO AUTOMÁTICAMENTE POR unir_logs.py
Fecha de generación: 2026-07-21 14:26:32
[2026-07-21 13:09:30.354] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:30.358] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.359] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.360] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:30.364] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.366] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.367] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:30.371] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.372] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.374] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.378] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.379] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.379] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.383] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.385] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.386] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:30.390] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.392] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.393] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:30.397] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.399] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.399] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.403] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.405] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.406] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.409] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.412] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.412] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:30.610] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.611] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.613] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:30.616] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.617] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.618] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:30.620] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.621] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.621] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:30.625] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.627] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.628] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:30.630] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.631] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.633] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.636] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.638] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.639] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:30.642] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.644] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.645] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:30.647] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.647] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.649] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:30.652] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.654] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.654] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:30.658] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.658] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.659] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:30.662] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.663] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.664] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:30.667] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.669] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.670] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:30.673] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.675] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.676] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.678] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.679] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.680] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:30.683] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.684] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.685] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.688] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.689] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.690] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:30.692] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.701] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.701] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:30.705] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.707] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.707] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:30.710] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.711] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.712] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:30.715] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.716] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.716] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:30.720] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.721] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.722] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:30.724] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.725] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.727] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:30.730] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.731] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.732] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:30.735] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.736] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.737] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:30.740] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.742] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.742] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:30.745] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.747] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.748] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:30.751] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.753] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.753] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:30.758] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.759] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.760] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.764] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.766] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.767] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:30.770] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.772] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.773] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:30.776] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.778] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.778] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:30.782] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.784] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.784] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:30.789] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.790] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.792] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:30.795] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.797] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.798] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.801] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.803] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.804] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:30.808] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.810] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.811] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:30.815] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.816] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.817] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:30.821] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.823] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.824] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:30.827] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.829] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.830] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.833] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.835] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.837] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:30.842] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.843] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.844] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:30.848] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.849] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.850] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.854] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.856] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.857] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:30.860] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.861] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.863] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.866] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.868] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.869] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:30.873] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.874] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.876] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:30.879] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.881] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.882] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:30.884] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.887] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.888] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:30.891] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.894] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.895] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.899] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.900] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.902] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:30.907] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.909] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.909] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:30.912] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.914] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.914] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:30.916] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.918] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.919] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.922] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.923] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.924] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.926] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.927] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.928] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:30.929] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.932] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.932] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.934] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.937] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.937] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:30.940] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.942] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.942] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.944] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.946] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.947] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:30.950] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.951] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.952] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.954] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.956] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.956] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:30.959] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.960] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.961] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:30.964] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.966] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.966] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.969] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.971] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.971] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:30.974] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.976] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.976] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:30.979] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.980] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.981] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:30.983] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.984] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.985] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:30.988] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:30.989] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:30.990] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:30.993] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.002] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.003] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.006] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.007] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.008] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.010] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.011] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.012] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.014] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.016] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.016] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.019] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.021] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.021] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.024] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.026] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.026] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.029] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.030] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.031] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.033] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.034] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.036] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.039] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.041] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.042] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.044] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.044] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.046] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.048] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.051] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.051] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.053] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.054] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.056] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.058] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.060] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.061] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.063] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.065] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.066] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.068] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.070] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.071] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.074] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.075] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.076] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.078] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.081] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.081] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.083] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.084] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.086] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.089] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.090] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.091] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.094] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.095] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.096] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.098] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.099] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.100] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.104] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.105] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.106] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.110] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.111] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.112] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.114] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.116] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.116] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:31.119] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.120] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.121] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:31.124] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.125] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.126] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.129] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.130] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.131] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.133] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.135] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.136] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.140] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.141] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.142] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:31.146] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.147] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.148] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:31.150] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:31.152] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:31.153] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:31.155] Vida del enemigo establecida desde Spawner: 10
